日期,购电时间段,购电量
2025-06-01,18:40-19:00,123.87366666666662
2025-06-01,19:30-20:40,358.9792500000002
2025-06-01,21:00-22:00,475.73844883333277
2025-06-02,19:10-19:40,163.57626666666658
2025-06-02,20:10-20:40,135.75958333333335
2025-06-02,20:50-22:00,502.4021741944436
2025-06-03,18:50-19:10,80.92638333333343
2025-06-03,19:40-20:00,68.60473033333233
2025-06-03,20:20-20:40,73.6090833333335
2025-06-03,21:00-22:00,438.09993909465027
2025-06-04,18:40-18:50,21.568700000000035
2025-06-04,19:10-19:20,35.333633333333296
2025-06-04,19:30-20:00,62.862283333333494
2025-06-04,20:20-20:40,141.64733333333345
2025-06-04,21:20-22:00,274.63005127777745
2025-06-05,18:40-19:00,111.99511666666672
2025-06-05,19:50-20:10,111.17155000000002
2025-06-05,20:20-20:40,63.79630000000009
2025-06-06,21:30-22:00,302.8022188158451
2025-06-07,21:50-22:00,78.84655845164522
2025-06-08,,
2025-06-09,,
2025-06-10,,
2025-06-11,,
2025-06-12,,
2025-06-13,,
2025-06-14,,
2025-06-15,,
2025-06-16,,
2025-06-17,,
2025-06-18,,
2025-06-19,19:10-19:30,9.228986111111453
2025-06-20,,
2025-06-21,,
2025-06-22,,
2025-06-23,,
2025-06-24,,
2025-06-25,,
2025-06-26,19:40-19:50,0.5679333333334853
2025-06-27,,
2025-06-28,,
2025-06-29,,
2025-06-30,19:30-19:40,1.8808888888887623
2025-07-01,18:50-19:10,54.32085277777787
2025-07-01,19:20-19:30,11.26194166666653
2025-07-01,20:00-20:10,58.54871666666668
2025-07-01,20:30-20:40,27.676150000000007
2025-07-01,21:30-22:00,347.60194658333285
2025-07-02,18:50-19:00,33.065000000000055
2025-07-02,19:20-19:30,58.82139166666673
2025-07-02,20:00-20:20,106.80796666666652
2025-07-02,20:30-20:40,78.97446666666667
2025-07-02,21:30-21:50,125.32729658333339
2025-07-03,19:00-19:10,2.017050000000154
2025-07-03,19:30-19:50,30.656616666666537
2025-07-03,20:00-20:40,296.382566666667
2025-07-03,21:30-22:00,272.3562366388902
2025-07-04,2:50-4:00,541.4028840277765
2025-07-04,4:20-5:00,1125.9556779444445
2025-07-04,7:10-7:20,29.657910583333297
2025-07-04,20:40-21:20,429.1204822777812
2025-07-04,21:30-21:50,381.87827499999946
2025-07-05,4:30-5:00,715.9185648333312
2025-07-05,20:40-20:50,39.427830194444844
2025-07-05,21:00-21:50,512.5253208333329
2025-07-05,22:10-22:20,24.259149500000035
2025-07-06,19:00-19:20,73.19813888888905
2025-07-06,19:40-19:50,64.89281666666682
2025-07-06,20:00-20:20,141.76421666666647
2025-07-06,20:30-20:40,80.88415000000009
2025-07-07,8:40-9:20,329.26959069444484
2025-07-07,18:40-18:50,0.5179138888887564
2025-07-07,19:00-19:10,75.13333333333344
2025-07-07,19:30-19:40,18.10196666666684
2025-07-07,20:10-20:40,94.99970000000019
2025-07-07,21:30-21:50,173.11803733333034
2025-07-08,18:50-19:00,7.309999999999945
2025-07-09,,
2025-07-10,,
2025-07-11,,
2025-07-12,,
2025-07-13,,
2025-07-14,,
2025-07-15,,
2025-07-16,,
2025-07-17,,
2025-07-18,,
2025-07-19,,
2025-07-20,,
2025-07-21,,
2025-07-22,,
2025-07-23,,
2025-07-24,,
2025-07-25,,
2025-07-26,,
2025-07-27,,
2025-07-28,,
2025-07-29,,
2025-07-30,,
2025-07-31,,
2025-08-01,,
2025-08-02,,
2025-08-03,19:30-20:00,48.29819999999984
2025-08-04,,
2025-08-05,,
2025-08-06,,
2025-08-07,,
2025-08-08,,
2025-08-09,,
2025-08-10,,
2025-08-11,,
2025-08-12,19:20-19:30,28.850000000000023
2025-08-13,20:30-20:40,1.0535833333331084
2025-08-14,19:00-19:10,24.720377777777912
2025-08-14,20:30-20:40,41.24871666666661
2025-08-15,,
2025-08-16,,
2025-08-17,19:20-19:40,14.265461111111108
2025-08-18,19:00-19:10,0.6807333333334782
2025-08-18,20:20-20:40,44.834949999999935
2025-08-19,19:20-19:30,3.549999999999841
2025-08-19,20:00-20:10,15.097483333333344
2025-08-20,19:40-20:10,47.93479999999988
2025-08-21,,
2025-08-22,,
2025-08-23,,
2025-08-24,,
2025-08-25,19:30-19:40,14.518666666666832
2025-08-26,,
2025-08-27,,
2025-08-28,19:50-20:00,7.526666666666642
2025-08-29,,
2025-08-30,,
2025-08-31,19:00-19:20,21.917966666666757
2025-08-31,20:00-20:10,20.87606666666659
2025-09-01,,
2025-09-02,,
2025-09-03,,
2025-09-04,,
2025-09-05,,
2025-09-06,,
2025-09-07,,
2025-09-08,,
2025-09-09,20:10-20:20,9.099616666666748
2025-09-10,20:10-20:20,3.6414499999999634
2025-09-11,,
2025-09-12,,
2025-09-13,,
2025-09-14,,
2025-09-15,19:40-19:50,1.1717666666667128
2025-09-16,19:10-19:20,8.238266666666732
2025-09-17,,
2025-09-18,,
2025-09-19,,
2025-09-20,,
2025-09-21,,
2025-09-22,19:50-20:00,10.906666666666638
2025-09-23,,
2025-09-24,,
2025-09-25,18:40-18:50,16.51470000000006
2025-09-26,,
2025-09-27,,
2025-09-28,,
2025-09-29,6:00-6:10,20.39463333333333
2025-09-29,20:30-20:40,5.620383333333393
2025-09-30,,
2025-10-01,,
2025-10-02,,
2025-10-03,,
2025-10-04,,
2025-10-05,,
2025-10-06,,
2025-10-07,,
2025-10-08,,
2025-10-09,,
2025-10-10,,
2025-10-11,,
2025-10-12,6:00-6:10,20.929933333333338
2025-10-13,,
2025-10-14,,
2025-10-15,,
2025-10-16,,
2025-10-17,,
2025-10-18,,
2025-10-19,,
2025-10-20,,
2025-10-21,,
2025-10-22,,
2025-10-23,,
2025-10-24,,
2025-10-25,,
2025-10-26,,
2025-10-27,6:00-6:10,15.485422222222155
2025-10-28,,
2025-10-29,,
2025-10-30,,
2025-10-31,,
2025-11-01,,
2025-11-02,,
2025-11-03,,
2025-11-04,6:00-6:10,13.751927777777837
2025-11-05,,
2025-11-06,,
2025-11-07,,
2025-11-08,,
2025-11-09,,
2025-11-10,,
2025-11-11,,
2025-11-12,,
2025-11-13,,
2025-11-14,,
2025-11-15,,
2025-11-16,,
2025-11-17,,
2025-11-18,,
2025-11-19,,
2025-11-20,,
2025-11-21,,
2025-11-22,,
2025-11-23,,
2025-11-24,,
2025-11-25,,
2025-11-26,,
2025-11-27,,
2025-11-28,,
2025-11-29,,
2025-11-30,,
2025-12-01,7:50-8:10,31.22692777777752
2025-12-01,9:30-9:50,217.0056855138834
2025-12-01,10:00-10:40,220.22956711111118
2025-12-02,7:50-8:20,174.7240166666669
2025-12-02,10:00-10:20,346.63248358333215
2025-12-03,7:50-8:10,27.869797222222473
2025-12-04,7:50-8:20,150.97870277777804
2025-12-04,9:40-10:50,637.8244095185161
2025-12-05,,
2025-12-06,,
2025-12-07,7:50-8:10,117.82138888888926
2025-12-08,,
2025-12-09,,
2025-12-10,,
2025-12-11,,
2025-12-12,,
2025-12-13,,
2025-12-14,,
2025-12-15,,
2025-12-16,,
2025-12-17,,
2025-12-18,,
2025-12-19,,
2025-12-20,,
2025-12-21,7:50-8:00,16.601800000000367
2025-12-22,,
2025-12-23,,
2025-12-24,7:50-8:00,0.7194999999999254
2025-12-25,,
2025-12-26,,
2025-12-27,,
2025-12-28,,
2025-12-29,,
2025-12-30,8:00-8:10,0.36828333333346563
2025-12-31,,
