日期,区间编号,区间,右端点分钟,电价_元每kWh,实际负载_kW,实际光伏_kW,预测负载_kW,预测光伏_kW,实际负载_kWh,实际光伏_kWh,预测净负荷_kWh,实际净负荷_kWh,净负荷预测误差_kWh,计划风险增量_kWh,净负荷预测下界_kWh,净负荷预测上界_kWh,计划购电量_kWh,计划充电量_kWh,计划放电量_kWh,计划SOC_kWh,计划剩余电量_kWh,实际期初SOC_kWh,实际充电量_kWh,实际放电量_kWh,实际SOC_kWh,紧急购电量_kWh,总剩余电量_kWh,弃光量_kWh,未利用外网电量_kWh,正向瞬时备用_kWh,反向瞬时备用_kWh,正向累计备用_kWh,反向累计备用_kWh,正向备用缺口_kWh,反向备用缺口_kWh
2025-02-01,21,3:20-3:30,210,0.4356,2993.09,0.0,3208.793919976978,0.0,498.84833333333336,0.0,534.7989866628296,498.84833333333336,-35.95065332949628,42.56291762680644,461.4676876541432,634.4270000440647,577.3619042896361,0.0,0.0,9110.255150802352,0.0,10800.0,0.0,0.0,10800.0,0.0,78.51357095630271,0.0,78.51357095630271,57.06509575442868,73.33129900868639,3024.0,1836.738411740511,0.0,0.0
2025-02-01,22,3:30-3:40,220,0.4353,3109.8584,0.0,3154.707631137656,0.0,518.3097333333333,0.0,525.7846051896092,518.3097333333333,-7.474871856275968,42.56291762680644,457.268626961585,625.4126185708444,568.3475228164157,0.0,0.0,9110.255150802352,0.0,10800.0,0.0,0.0,10800.0,0.0,50.037789483082406,0.0,50.037789483082406,57.06509575442868,68.51597822802421,3024.0,1860.3599993283078,0.0,0.0
2025-02-01,23,3:40-3:50,230,0.436,3054.8008,0.0,3204.0515056635295,0.0,509.13346666666666,0.0,534.0085842772548,509.13346666666666,-24.875117610588177,37.21997419567606,453.2302248811365,633.8147195085446,571.2285584729309,0.0,0.0,9110.255150802352,0.0,10800.0,0.0,0.0,10800.0,0.0,62.095091806264236,0.0,62.095091806264236,62.58616103561377,80.77835939611833,3024.0,1877.494276886276,0.0,0.0
2025-02-01,24,3:50-4:00,240,0.4378,2901.7,0.0,3300.785125519837,0.0,483.6166666666666,0.0,550.1308542533061,483.6166666666666,-66.51418758663948,37.21997419567606,469.35249485718776,649.9369894845959,519.8568280296033,0.0,67.49400041937879,9035.261817003042,0.0,10800.0,0.0,0.0,10800.0,0.0,36.240161362936746,0.0,36.240161362936746,62.58616103561377,80.77835939611833,3024.0,1960.8202033299538,0.0,0.0
2025-02-01,25,4:00-4:10,250,0.4401,2947.1208,0.0,3278.026301033484,0.0,491.1868,0.0,546.3377168389139,491.1868,-55.15091683891393,37.21997419567606,485.8544574969683,646.1438520702038,68.42139154688334,0.0,515.1362994877067,8462.88815090559,0.0,10800.0,0.0,422.76540845311666,10330.260657274315,0.0,0.0,0.0,0.0,62.58616103561377,60.48325934194568,3024.0,2133.3982921683655,0.0,0.0
2025-02-01,26,4:10-4:20,260,0.4389,3027.8717,0.0,3250.8247203603555,0.0,504.64528333333334,0.0,541.8041200600592,504.64528333333334,-37.15883672672584,33.18598713653944,474.53485624290073,644.421047507099,574.9901071965986,0.0,0.0,8462.88815090559,0.0,10330.260657274315,70.34482386326528,0.0,10393.570998751255,0.0,0.0,0.0,0.0,69.43094031050049,67.26926381715846,3024.0,2294.1188431563496,0.0,0.0
2025-02-01,27,4:20-4:30,270,0.4364,3033.47,0.0,3291.8408554560087,0.0,505.57833333333326,0.0,548.6401425760014,505.57833333333326,-43.06180924266812,41.14003845697209,477.33274460888435,651.9946877341104,589.7801810329735,0.0,0.0,8462.88815090559,0.0,10393.570998751255,84.20184769964021,0.0,10469.35266168093,0.0,0.0,0.0,0.0,62.21450670113683,71.30739796711705,3024.0,2427.6869842226347,0.0,0.0
2025-02-01,28,4:30-4:40,280,0.4393,3019.3858,0.0,3350.4016101740317,0.023033196652965944,503.23096666666663,0.0,558.3964294962298,503.23096666666663,-55.165462829563126,41.14003845697209,491.1271656790713,661.7509746543387,599.5364679532018,0.0,0.0,8462.88815090559,0.0,10469.35266168093,96.30550128653522,0.0,10556.027612838812,0.0,0.0,0.0,0.0,62.21450670113683,67.26926381715846,3024.0,2596.7909434382327,0.0,0.0
2025-02-01,29,4:40-4:50,290,0.4422,3017.0819,0.0014,3369.254465925425,0.010062854847921607,502.84698333333336,0.00023333333333333333,561.540733845096,502.84675000000004,-58.693983845096,36.92479450740043,497.53358069993334,659.2303603323683,196.52710418174337,0.0,401.9384241707531,8016.289901826975,0.0,10556.027612838812,0.0,306.3196458182567,10215.672450818527,0.0,0.0,0.0,0.0,60.76483197987176,64.00715314516272,3024.0,2784.7773697077578,0.0,0.0
2025-02-01,30,4:50-5:00,300,0.4395,2997.85,0.0,3374.878647032625,0.011086214938906696,499.64166666666665,0.0,562.4779268029476,499.64166666666665,-62.836260136281,36.92479450740043,498.47077365778495,659.5676669237165,599.402721310348,0.0,0.0,8016.289901826975,0.0,10215.672450818527,99.7610546436814,0.0,10305.45739999784,0.0,0.0,0.0,0.0,60.164945613368424,64.00715314516272,3024.0,2952.384587808214,0.0,0.0
2025-02-01,31,5:00-5:10,310,0.4333,2932.7015,0.0,3349.1156566142054,0.7177449956686073,488.78358333333335,0.0,558.0663186030895,488.78358333333335,-69.28273526975613,38.992554012348165,494.0591654579268,657.2238182288061,597.0588726154376,0.0,0.0,8016.289901826975,0.0,10305.45739999784,108.27528928210427,0.0,10402.905160351735,0.0,0.0,0.0,0.0,60.164945613368424,64.00715314516272,3024.0,3093.0112201922493,0.0,0.0
2025-02-01,32,5:10-5:20,320,0.4439,2991.1125,0.0199,3394.2214336488887,2.1084872644359804,498.51875,0.0033166666666666665,565.3521577307421,498.51543333333336,-66.83672439740872,38.992554012348165,501.3450045855794,668.5176203538534,271.83184456262603,0.0,332.5128671804642,7646.8311605153485,0.0,10402.905160351735,0.0,226.6835887707074,10151.03450616206,0.0,0.0,0.0,0.0,64.17290861076324,64.00715314516272,3024.0,3233.81088255699,0.0,0.0
2025-02-01,33,5:20-5:30,330,0.4301,3175.34,0.0,3439.313564800846,4.1874689673468035,529.2233333333334,0.0,572.5210159722498,529.2233333333334,-43.2976826389164,48.195414941016594,507.3916888867364,684.8893395240295,620.7164309132663,0.0,0.0,7646.8311605153485,0.0,10151.03450616206,91.49309757993296,0.0,10233.378293983998,0.0,0.0,0.0,0.0,64.17290861076324,65.12932708551334,3024.0,3367.099798935922,0.0,0.0
2025-02-01,34,5:30-5:40,340,0.3713,3284.4619,0.0,3483.1494378644893,7.077558842748738,547.4103166666666,0.0,579.3453131702901,547.4103166666666,-31.934996503623438,52.9279800791375,510.295836120348,701.8344043150645,632.2732932494275,0.0,0.0,7646.8311605153485,0.0,10233.378293983998,84.8629765827609,0.0,10309.754972908484,0.0,0.0,0.0,0.0,69.561111065637,69.04947704994211,3024.0,3503.520932760724,0.0,0.0
2025-02-01,35,5:40-5:50,350,0.5708,3187.3644,0.2774,3478.9254497288966,10.860454661128726,531.2274,0.04623333333333333,578.0108325112947,531.1811666666666,-46.82966584462804,48.195414941016594,490.6907956014387,733.471068723588,491.8577436693822,0.0,134.34850378292904,7497.555045200983,0.0,10309.754972908484,0.0,39.32342299728444,10266.062280689279,0.0,0.0,0.0,0.0,107.26482127127683,87.32003690985593,3024.0,3669.3832831100185,0.0,0.0
2025-02-01,36,5:50-6:00,360,0.9099,3065.9,0.0,3500.4207791327426,14.930822054707916,510.98333333333335,0.0,580.914992846339,510.98333333333335,-69.93165951300568,51.52373655060917,454.57342925966555,807.3040202470089,580.6391887160636,0.0,51.79954068088463,7440.0,0.0,10266.062280689279,69.65585538273027,0.0,10328.752550533736,0.0,0.0,0.0,0.0,174.8652908500607,126.34156358667352,3024.0,3733.333333333333,0.0,0.0
2025-02-01,37,6:00-6:10,370,0.9368,3211.1231,0.0,3583.2158491777977,20.042680452951057,535.1871833333332,0.0,593.8621947874744,535.1871833333332,-58.67501145414121,55.130670704058645,467.52063120080095,858.6435478733868,68.08356293063719,0.0,580.9093025608959,6794.545219376782,0.0,10328.752550533736,0.0,467.10362040269604,9809.748527864074,0.0,0.0,0.0,0.0,209.65068238185364,126.34156358667352,3024.0,3733.333333333333,0.0,0.0
2025-02-01,38,6:10-6:20,380,0.8758,3203.9961,3.8641,3606.901533166015,28.831967960534797,533.9993499999999,0.6440166666666667,596.3449275342466,533.3553333333333,-62.9895942009133,55.130670704058645,470.0033639475731,863.1663570623743,651.4755982383052,0.0,0.0,6794.545219376782,0.0,9809.748527864074,118.12026490497192,0.0,9916.056766278549,0.0,0.0,0.0,0.0,211.69075882406918,126.34156358667352,3024.0,3733.333333333333,0.0,0.0
2025-02-01,39,6:20-6:30,390,0.8759,3027.12,0.0,3523.7326522003673,32.441150785563046,504.52,0.0,581.8819169024673,504.52,-77.36191690246733,53.48643258471502,458.5223086642305,866.9700016923506,635.3683494871823,0.0,0.0,6794.545219376782,0.0,9916.056766278549,130.8483494871823,0.0,10033.820280817014,0.0,0.0,0.0,0.0,231.6016522051683,123.35960823823683,3024.0,3733.333333333333,0.0,0.0
2025-02-01,40,6:30-6:40,400,0.8601,3117.3221,0.0,3573.906542993638,40.110333583695095,519.5536833333333,0.0,588.9660349016572,519.5536833333333,-69.41235156832386,55.76885641638084,474.40290521523127,875.0601637755022,644.734891318038,0.0,0.0,6794.545219376782,0.0,10033.820280817014,125.18120798470466,0.0,10146.483368003248,0.0,0.0,0.0,0.0,230.3252724574643,114.56312968642591,3024.0,3733.333333333333,0.0,0.0
2025-02-01,41,6:40-6:50,410,0.8442,3398.49,89.6095,3809.2746550865295,98.97102590203397,566.415,14.934916666666666,618.3839381974159,551.4800833333333,-66.90385486408263,55.76885641638084,507.72872169707955,927.5842818072433,674.1527946137967,0.0,0.0,6794.545219376782,0.0,10146.483368003248,122.67271128046343,0.0,10256.888808155665,0.0,0.0,0.0,0.0,253.43148719344663,110.65521650033631,3024.0,3733.333333333333,0.0,0.0
2025-02-01,42,6:50-7:00,420,0.8334,3652.75,340.5,4033.7952376947123,289.8926862395059,608.7916666666666,56.75,623.9837585758677,552.0416666666666,-71.94209190920105,55.76885641638084,515.3803947450596,936.2035950570603,679.7526149922485,0.0,0.0,6794.545219376782,0.0,10256.888808155665,127.71094832558185,0.0,10371.82866164869,0.0,0.0,0.0,0.0,256.4509800648118,108.60336383080815,3024.0,3733.333333333333,0.0,0.0
2025-02-01,43,7:00-7:10,430,0.8092,3703.2843,615.936,3992.3483986285123,541.4246262499707,617.2140499999999,102.656,575.1539620630903,514.5580499999999,-60.595912063090395,62.874324785521566,466.55059823228214,894.4792669134237,638.0282868486119,0.0,0.0,6794.545219376782,0.0,10371.82866164869,123.47023684861199,0.0,10482.951874812441,0.0,0.0,0.0,0.0,256.4509800648118,108.60336383080815,3024.0,3733.333333333333,0.0,0.0
2025-02-01,44,7:10-7:20,440,0.7972,3572.3788,884.9275,3998.503893728148,805.3904859283847,595.3964666666666,147.48791666666665,532.1855679666271,447.90854999999993,-84.27701796662717,62.874324785521566,423.582204135819,858.0899874176148,595.0598927521487,0.0,0.0,6794.545219376782,0.0,10482.951874812441,147.15134275214882,0.0,10615.388083289376,0.0,0.0,0.0,0.0,263.0300946654661,108.60336383080815,3024.0,3733.333333333333,0.0,0.0
2025-02-01,45,7:20-7:30,450,0.7644,3477.22,1140.675,4071.081451308063,1084.0636458671024,579.5366666666666,190.11249999999998,497.83630090682675,389.4241666666667,-108.41213424016007,55.23367834525658,385.740477625403,827.9676375787743,553.0699792520834,0.0,0.0,6794.545219376782,0.0,10615.388083289376,163.6458125854167,0.0,10762.66931461625,0.0,0.0,0.0,0.0,274.89765832669093,112.09582328142376,3024.0,3733.333333333333,0.0,0.0
2025-02-01,46,7:30-7:40,460,0.6899,3654.0022,1388.0797,4048.8443001959695,1358.0891134045555,609.0003666666667,231.34661666666665,448.45919779856894,377.65375,-70.80544779856893,62.874324785521566,332.2978429354772,790.4547564809842,1228.5055010543322,717.1719784702416,0.0,7440.0,0.0,10762.66931461625,41.478539315277075,0.0,10800.0,0.0,809.3732117390551,231.34661666666665,578.0265950723885,279.1212338968937,116.16135486309172,3024.0,3733.333333333333,0.0,0.0
2025-02-01,47,7:40-7:50,470,0.86,3841.4201,1674.452,4067.457704316293,1635.8023797770027,640.2366833333333,279.07533333333333,405.27588742321507,361.16134999999997,-44.1145374232151,70.59009634369984,236.0049908980962,798.1930281560415,475.86598376691495,0.0,0.0,7440.0,0.0,10800.0,0.0,0.0,10800.0,0.0,114.70463376691498,114.70463376691498,0.0,322.32704438912657,169.27089652511887,3024.0,3733.333333333333,0.0,0.0
2025-02-01,48,7:50-8:00,480,1.1617,3803.65,2004.1125,4184.952198304265,1917.4014972938487,633.9416666666666,334.01874999999995,377.9251168350694,299.92291666666665,-78.00220016840274,79.93981136607437,148.2261620715398,842.7029980505563,9.369664717223145,0.0,448.49526348392067,6941.671929462311,0.0,10800.0,0.0,290.5532519494435,10477.163053389508,0.0,0.0,0.0,0.0,384.8380698494126,229.6989547635296,3024.0,3733.333333333333,0.0,0.0
2025-02-01,49,8:00-8:10,490,1.1683,3545.4639,2332.1065,4218.8202723382565,2219.2973442507187,590.91065,388.6844166666666,333.25382134792295,202.22623333333343,-131.02758801458953,81.33065059247906,103.55486658439335,799.4225417898147,0.0,0.0,414.584471940402,6481.022516195198,0.0,10477.163053389508,0.0,202.22623333333337,10252.467238574693,0.0,0.0,0.0,0.0,384.8380698494126,229.6989547635296,3024.0,3733.333333333333,0.0,0.0
2025-02-01,50,8:10-8:20,500,1.0956,3411.349,2632.5934,4219.226067733443,2527.6617001603518,568.5581666666667,438.7655666666667,281.9273945955153,129.7926,-152.1347945955153,81.33065059247906,47.03226170442005,754.6385239032493,0.0,0.0,363.25804518799436,6077.402465986315,0.0,10252.467238574693,0.0,129.79259999999994,10108.253238574693,0.0,0.0,0.0,0.0,391.3804787152549,234.89513289109524,3024.0,3733.333333333333,0.0,0.0
2025-02-01,51,8:20-8:30,510,1.0849,3445.37,2927.6625,4236.640568533552,2839.397302242179,574.2283333333332,487.94374999999997,232.8738777152288,86.28458333333327,-146.5892943818955,80.06978860959839,3.1749229516991875,697.7817361742398,0.0,0.0,312.9436663248272,5729.687281180952,0.0,10108.253238574693,0.0,86.28458333333322,10012.381479315434,0.0,0.0,0.0,0.0,384.8380698494126,229.6989547635296,3024.0,3733.333333333333,0.0,0.0
2025-02-01,52,8:30-8:40,520,1.061,3467.1139,3251.299,4239.461463034846,3170.6391517838138,577.8523166666666,541.8831666666666,178.137051875172,35.96915000000001,-142.167901875172,81.33065059247906,-46.3810943445485,643.6649347652649,0.0,0.0,259.46770246765107,5441.389833994673,0.0,10012.381479315434,0.0,35.96915000000001,9972.415757093211,0.0,0.0,0.0,0.0,384.1972322976138,224.5181462197205,3024.0,3733.333333333333,0.0,0.0
2025-02-01,53,8:40-8:50,530,1.043,3894.4802,3519.7566,4396.511101060144,3463.088860398222,649.0800333333333,586.6261,155.57037344365358,62.45393333333334,-93.11644011032024,80.06978860959839,-55.510503717212714,592.4136061510865,0.0,0.0,235.64016205325197,5179.567431713282,0.0,9972.415757093211,0.0,62.45393333333334,9903.022497833952,0.0,0.0,0.0,0.0,356.77344409783444,211.0808771608663,3024.0,3733.333333333333,0.0,0.0
2025-02-01,54,8:50-9:00,540,1.036,4422.76,3731.7,4655.038508664778,3689.939256653312,737.1266666666667,621.9499999999999,160.8498753352444,115.17666666666673,-45.67320866857767,79.32617174895677,-20.159999826176602,596.9494911820357,0.0,0.0,240.17604708420117,4912.70515717528,0.0,9903.022497833952,0.0,115.17666666666673,9775.048423759878,0.0,0.0,0.0,0.0,356.77344409783444,181.009875161421,3024.0,3733.333333333333,0.0,0.0
2025-02-01,55,9:00-9:10,550,1.0147,4267.5205,3992.5758,4805.324073900658,3939.5610609417827,711.2534166666666,665.4293,144.29383549314593,45.824116666666555,-98.46971882647938,73.6801355000448,-36.71603966827507,565.1506037269556,0.0,0.0,217.97397099319073,4670.511856071735,0.0,9775.048423759878,0.0,45.824116666666555,9724.132738574692,0.0,0.0,0.0,0.0,347.1766327337649,181.009875161421,3024.0,3733.333333333333,0.0,0.0
2025-02-01,56,9:10-9:20,560,0.9922,4190.1702,4378.3332,4754.401759539501,4201.227897844502,698.3616999999999,729.7221999999999,92.19564361583309,-31.360500000000002,-123.5561436158331,73.6801355000448,-88.81423154558792,512.3041790440852,96.27289123590438,0.0,69.60288787997351,4593.175313982875,0.0,9724.132738574692,127.63339123590438,0.0,9839.002790687005,0.0,0.0,0.0,0.0,346.4283999282074,181.009875161421,3024.0,3733.333333333333,0.0,0.0
2025-02-01,57,9:20-9:30,570,0.97,4418.32,4788.525,4672.748967214391,4452.632682354352,736.3866666666665,798.0874999999999,36.68604747667314,-61.70083333333332,-98.38688081000646,73.6801355000448,-146.86765201385055,456.79458290492533,110.36618297671794,0.0,0.0,4593.175313982875,0.0,9839.002790687005,172.06701631005126,0.0,9993.863105366052,0.0,0.0,0.0,0.0,346.4283999282074,183.55369949052368,3024.0,3733.333333333333,0.0,0.0
2025-02-01,58,9:30-9:40,580,0.9422,4399.2754,5029.9241,4727.690553273746,4669.003966758044,733.2125666666667,838.3206833333334,9.781097752617029,-105.10811666666666,-114.88921441928369,84.07023494033001,-173.77260173790665,417.27516697572037,93.85133269294704,0.0,0.0,4593.175313982875,0.0,9993.863105366052,198.9594493596137,0.0,10172.926609789703,0.0,0.0,0.0,0.0,323.4238342827733,183.55369949052368,3024.0,3733.333333333333,0.0,0.0
2025-02-01,59,9:40-9:50,590,0.9569,4182.7342,5203.9177,4774.059891287402,4860.895890774464,697.1223666666666,867.3196166666667,-14.472666581176895,-170.19725000000005,-155.72458341882316,84.07023494033001,-198.02636607170058,379.92957113194495,69.59756835915312,0.0,0.0,4593.175313982875,0.0,10172.926609789703,239.79481835915317,0.0,10388.74194631294,0.0,0.0,0.0,0.0,310.33200277279184,183.55369949052368,3024.0,3733.333333333333,0.0,0.0
