日期,购电时间段,购电量
2025-05-07,20:20-20:50,1160.3331574761933
2025-05-07,21:10-22:00,427.72555416666654
2025-05-08,,
2025-05-09,,
2025-05-10,,
2025-05-11,19:10-19:30,41.18071666666674
2025-05-12,,
2025-05-13,,
2025-05-14,,
2025-05-15,,
2025-05-16,,
2025-05-17,,
2025-05-18,,
2025-05-19,20:10-20:20,12.233166666666648
2025-05-20,,
2025-05-21,,
2025-05-22,,
2025-05-23,,
2025-05-24,,
2025-05-25,,
2025-05-26,,
2025-05-27,,
2025-05-28,,
2025-05-29,19:10-19:20,17.817433333333497
2025-05-30,,
2025-05-31,,
2025-06-01,10:00-11:00,645.7586104285704
2025-06-01,18:40-22:00,9419.582212454432
2025-06-02,8:50-9:30,507.3743667619061
2025-06-02,19:10-22:00,6739.836333826867
2025-06-03,9:20-10:20,551.2259626904751
2025-06-03,18:50-19:10,80.423230952381
2025-06-03,19:40-22:00,4111.518734602592
2025-06-04,18:40-18:50,21.568700000000035
2025-06-04,19:10-19:20,35.333633333333296
2025-06-04,19:30-20:00,999.2507644047615
2025-06-04,20:10-22:00,2501.6806798095236
2025-06-05,18:40-19:00,111.99511666666672
2025-06-05,19:50-21:00,2152.459383055848
2025-06-05,21:20-22:00,547.6564740000006
2025-06-06,7:10-7:40,88.33237938094982
2025-06-06,20:00-22:00,2779.8810850896516
2025-06-07,20:20-20:50,876.0374412142847
2025-06-07,21:20-22:00,375.2391084794243
2025-06-08,,
2025-06-09,,
2025-06-10,,
2025-06-11,,
2025-06-12,,
2025-06-13,,
2025-06-14,,
2025-06-15,,
2025-06-16,,
2025-06-17,,
2025-06-18,,
2025-06-19,19:10-19:30,8.31854761904799
2025-06-20,,
2025-06-21,,
2025-06-22,,
2025-06-23,,
2025-06-24,,
2025-06-25,,
2025-06-26,19:40-19:50,0.4701904761906235
2025-06-27,,
2025-06-28,,
2025-06-29,,
2025-06-30,19:30-19:40,1.7510238095237582
2025-07-01,18:40-19:40,246.98126428571413
2025-07-01,20:00-20:20,116.7650000000001
2025-07-01,20:30-20:40,27.676150000000007
2025-07-01,21:30-22:00,336.3169016190494
2025-07-02,18:40-19:30,347.68925
2025-07-02,19:50-20:20,219.77578095238073
2025-07-02,20:30-20:40,78.97446666666667
2025-07-02,21:30-21:50,182.79305209523758
2025-07-03,9:40-10:30,212.43637861904733
2025-07-03,18:40-18:50,172.8967904761903
2025-07-03,19:00-19:10,1.5138976190477251
2025-07-03,19:30-19:50,30.7105499999999
2025-07-03,20:00-22:00,2124.2612868809506
2025-07-04,3:00-4:00,465.8874058571431
2025-07-04,4:20-5:00,716.5847351666662
2025-07-04,6:50-7:20,288.7599921904761
2025-07-04,20:30-21:20,851.2047535952383
2025-07-04,21:30-21:50,381.87827499999946
2025-07-05,4:30-5:00,629.5457834711927
2025-07-05,6:30-7:30,479.3954280714268
2025-07-05,20:20-20:50,1049.2033845238097
2025-07-05,21:00-21:50,512.5253208333329
2025-07-05,22:10-22:20,24.259149500000035
2025-07-06,19:00-19:20,74.19917142857162
2025-07-06,19:30-19:50,182.14304047619078
2025-07-06,20:00-22:00,4097.293649885358
2025-07-07,18:40-18:50,9.69276190476171
2025-07-07,19:00-19:10,75.13333333333344
2025-07-07,19:30-19:50,112.06506428571424
2025-07-07,20:10-21:00,149.3246657619054
2025-07-07,21:10-21:50,359.0043598333333
2025-07-08,18:50-19:00,7.311785714285634
2025-07-09,,
2025-07-10,,
2025-07-11,,
2025-07-12,,
2025-07-13,,
2025-07-14,,
2025-07-15,,
2025-07-16,,
2025-07-17,,
2025-07-18,,
2025-07-19,,
2025-07-20,,
2025-07-21,,
2025-07-22,,
2025-07-23,,
2025-07-24,,
2025-07-25,,
2025-07-26,,
2025-07-27,,
2025-07-28,,
2025-07-29,,
2025-07-30,,
2025-07-31,,
2025-08-01,,
2025-08-02,,
2025-08-03,19:30-20:00,48.28608571428549
2025-08-04,,
2025-08-05,,
2025-08-06,,
2025-08-07,,
2025-08-08,,
2025-08-09,,
2025-08-10,,
2025-08-11,,
2025-08-12,19:20-19:30,28.850000000000023
2025-08-13,20:30-20:40,1.053609523809314
2025-08-14,19:00-19:10,25.707871428571593
2025-08-14,20:30-20:40,41.248690476190404
2025-08-15,,
2025-08-16,,
2025-08-17,19:20-19:40,14.36971428571428
2025-08-18,19:00-19:10,1.4168142857145085
2025-08-18,20:20-20:40,44.834949999999935
2025-08-19,19:20-19:30,3.549999999999841
2025-08-19,20:00-20:10,15.097666666666669
2025-08-20,9:00-9:30,431.152983333332
2025-08-20,19:40-20:10,47.9218190476189
2025-08-21,,
2025-08-22,,
2025-08-23,,
2025-08-24,,
2025-08-25,19:30-19:40,14.509078571428745
2025-08-26,,
2025-08-27,,
2025-08-28,19:50-20:00,7.526666666666642
2025-08-29,,
2025-08-30,,
2025-08-31,19:00-19:20,21.522735714285886
2025-08-31,20:00-20:10,20.873211904761774
2025-09-01,,
2025-09-02,,
2025-09-03,,
2025-09-04,,
2025-09-05,,
2025-09-06,,
2025-09-07,,
2025-09-08,20:20-20:40,810.830655774547
2025-09-09,20:10-20:20,9.099616666666748
2025-09-10,9:10-9:40,147.91586904761914
2025-09-10,20:10-20:40,1321.4381497857162
2025-09-11,,
2025-09-12,,
2025-09-13,,
2025-09-14,,
2025-09-15,19:40-19:50,1.1717666666667128
2025-09-16,18:30-18:40,4.854483333333405
2025-09-16,19:10-19:20,8.238266666666732
2025-09-17,,
2025-09-18,,
2025-09-19,,
2025-09-20,,
2025-09-21,,
2025-09-22,19:50-20:00,10.906666666666638
2025-09-23,,
2025-09-24,,
2025-09-25,18:40-18:50,16.51470000000006
2025-09-26,,
2025-09-27,,
2025-09-28,,
2025-09-29,6:00-6:10,9.799807142857276
2025-09-29,20:30-20:40,5.620383333333393
2025-09-30,,
2025-10-01,,
2025-10-02,,
2025-10-03,,
2025-10-04,,
2025-10-05,,
2025-10-06,,
2025-10-07,,
2025-10-08,,
2025-10-09,,
2025-10-10,,
2025-10-11,,
2025-10-12,,
2025-10-13,,
2025-10-14,,
2025-10-15,,
2025-10-16,20:30-20:40,529.4534235000048
2025-10-17,,
2025-10-18,,
2025-10-19,20:30-20:50,204.76395595238228
2025-10-19,21:30-21:40,27.798925833333076
2025-10-20,,
2025-10-21,,
2025-10-22,,
2025-10-23,,
2025-10-24,,
2025-10-25,,
2025-10-26,,
2025-10-27,6:00-6:10,16.98804761904762
2025-10-28,,
2025-10-29,,
2025-10-30,,
2025-10-31,,
2025-11-01,,
2025-11-02,,
2025-11-03,,
2025-11-04,6:00-6:10,17.29930952380971
2025-11-05,,
2025-11-06,,
2025-11-07,,
2025-11-08,,
2025-11-09,,
2025-11-10,,
2025-11-11,,
2025-11-12,6:20-6:30,11.773333333333426
2025-11-13,,
2025-11-14,,
2025-11-15,,
2025-11-16,,
2025-11-17,,
2025-11-18,,
2025-11-19,,
2025-11-20,,
2025-11-21,,
2025-11-22,,
2025-11-23,,
2025-11-24,,
2025-11-25,,
2025-11-26,,
2025-11-27,,
2025-11-28,,
2025-11-29,,
2025-11-30,,
2025-12-01,6:00-6:10,49.01392380952393
2025-12-01,6:30-6:40,55.23321666666675
2025-12-01,7:50-8:10,97.85745714285679
2025-12-01,9:00-10:40,2775.9076740714318
2025-12-01,20:30-20:40,541.5021102425046
2025-12-02,7:50-8:20,178.64491904761906
2025-12-02,9:10-10:50,3361.8736699767796
2025-12-02,20:00-20:10,315.2967676904778
2025-12-02,20:30-20:50,644.7438515000001
2025-12-02,21:00-21:20,23.69620185185106
2025-12-03,7:50-8:10,72.78041428571419
2025-12-03,9:20-10:10,1316.3048437619063
2025-12-03,10:30-10:40,68.5157556190472
2025-12-03,20:30-21:00,490.33831570341255
2025-12-03,21:40-21:50,20.934118000000602
2025-12-04,7:50-8:20,143.53084999999987
2025-12-04,9:00-10:20,2429.8397242619026
2025-12-05,8:10-9:30,1198.993265119047
2025-12-06,8:20-9:50,1121.5523600441436
2025-12-06,20:20-20:50,946.377234119046
2025-12-06,21:10-21:20,29.153095833333644
2025-12-07,7:50-8:10,65.73790000000054
2025-12-07,9:40-10:20,259.2048760952393
2025-12-07,10:40-10:50,78.78915595238212
2025-12-07,20:30-20:40,58.72990321428563
2025-12-07,20:50-21:00,3.662248122427991
2025-12-08,,
2025-12-09,,
2025-12-10,,
2025-12-11,,
2025-12-12,,
2025-12-13,,
2025-12-14,,
2025-12-15,,
2025-12-16,,
2025-12-17,,
2025-12-18,,
2025-12-19,,
2025-12-20,,
2025-12-21,,
2025-12-22,,
2025-12-23,,
2025-12-24,,
2025-12-25,,
2025-12-26,,
2025-12-27,,
2025-12-28,,
2025-12-29,,
2025-12-30,,
2025-12-31,,
